family_index,graph6,n,m,Delta,delta,regular,tree,families,descriptions
189,Is_K?E??G,10,9,6,1,0,1,spider,spider:arms=1.1.1.2.2.2
190,Is_K?C@?G,10,9,5,1,0,1,caterpillar;spider,spider:arms=1.1.1.2.4 | caterpillar:spine=7;leaves=0.0.0.0.3.0.0
191,Is_GK?@?G,10,9,5,1,0,1,caterpillar;spider,spider:arms=1.1.1.3.3 | caterpillar:spine=5;leaves=1.0.3.0.1 | caterpillar:spine=6;leaves=1.0.3.0.0.0 | caterpillar:spine=6;leaves=1.0.3.0.0.0
192,Is_GGC@?G,10,9,4,1,0,1,caterpillar;spider,spider:arms=1.1.1.6 | caterpillar:spine=7;leaves=3.0.0.0.0.0.0 | caterpillar:spine=8;leaves=0.2.0.0.0.0.0.0 | caterpillar:spine=7;leaves=0.0.0.0.0.0.3
193,IsE?K?@?G,10,9,5,1,0,1,spider,spider:arms=1.1.2.2.3
194,IsE?GC@?G,10,9,4,1,0,1,caterpillar;spider,spider:arms=1.1.2.5 | caterpillar:spine=8;leaves=0.0.2.0.0.0.0.0
195,IsCK?C@?G,10,9,4,1,0,1,caterpillar;spider,spider:arms=1.1.3.4 | caterpillar:spine=6;leaves=1.0.2.0.0.1
196,IsCGGC@?G,10,9,3,1,0,1,caterpillar;spider,spider:arms=1.1.7 | caterpillar:spine=8;leaves=2.0.0.0.0.0.0.0 | caterpillar:spine=9;leaves=0.0.0.0.0.0.0.1.0
197,Ip_K?C@?G,10,9,4,1,0,1,spider,spider:arms=1.2.2.4
198,Ip_GK?@?G,10,9,4,1,0,1,spider,spider:arms=1.2.3.3
199,Ip_GGC@?G,10,9,3,1,0,1,caterpillar;spider,spider:arms=1.2.6 | caterpillar:spine=9;leaves=0.0.1.0.0.0.0.0.0
200,IpE?GC@?G,10,9,3,1,0,1,spider,spider:arms=1.3.5
201,IpCK?C@?G,10,9,3,1,0,1,spider,spider:arms=1.4.4
202,IkE?K?@?G,10,9,4,1,0,1,spider,spider:arms=2.2.2.3
203,IkE?GC@?G,10,9,3,1,0,1,spider,spider:arms=2.2.5
204,IkCK?C@?G,10,9,3,1,0,1,spider,spider:arms=2.3.4
205,Ih_GK?@?G,10,9,3,1,0,1,spider,spider:arms=3.3.3
206,JsaCCA?_C??,11,10,10,1,0,1,caterpillar;complete_multipartite;spider,spider:arms=1.1.1.1.1.1.1.1.1.1 | complete_multipartite:parts=1.10 | caterpillar:spine=2;leaves=0.9 | caterpillar:spine=2;leaves=9.0 | caterpillar:spine=3;leaves=0.8.0
207,JsaCCA?_??_,11,10,9,1,0,1,caterpillar;spider,spider:arms=1.1.1.1.1.1.1.1.2 | caterpillar:spine=2;leaves=1.8 | caterpillar:spine=2;leaves=8.1 | caterpillar:spine=3;leaves=0.0.8 | caterpillar:spine=3;leaves=8.0.0 | caterpillar:spine=3;leaves=8.0.0
208,JsaCCA??G?_,11,10,8,1,0,1,caterpillar;spider,spider:arms=1.1.1.1.1.1.1.3 | caterpillar:spine=3;leaves=7.0.1 | caterpillar:spine=4;leaves=0.0.0.7 | caterpillar:spine=4;leaves=7.0.0.0
209,JsaCC?@_??_,11,10,8,1,0,1,spider,spider:arms=1.1.1.1.1.1.2.2
210,JsaCC?@?G?_,11,10,7,1,0,1,caterpillar;spider,spider:arms=1.1.1.1.1.1.4 | caterpillar:spine=5;leaves=0.0.0.0.6 | caterpillar:spine=5;leaves=1.0.0.5.0
211,JsaC?E??G?_,11,10,7,1,0,1,spider,spider:arms=1.1.1.1.1.2.3
212,JsaC?C@?G?_,11,10,6,1,0,1,spider,spider:arms=1.1.1.1.1.5
213,Jsa?K?@_??_,11,10,7,1,0,1,spider,spider:arms=1.1.1.1.2.2.2
214,Jsa?K?@?G?_,11,10,6,1,0,1,spider,spider:arms=1.1.1.1.2.4
215,Jsa?GE??G?_,11,10,6,1,0,1,spider,spider:arms=1.1.1.1.3.3
216,Jsa?GC@?G?_,11,10,5,1,0,1,caterpillar;spider,spider:arms=1.1.1.1.6 | caterpillar:spine=7;leaves=4.0.0.0.0.0.0
217,Js_K?E??G?_,11,10,6,1,0,1,spider,spider:arms=1.1.1.2.2.3
218,Js_K?C@?G?_,11,10,5,1,0,1,spider,spider:arms=1.1.1.2.5
219,Js_GK?@?G?_,11,10,5,1,0,1,spider,spider:arms=1.1.1.3.4
220,Js_GGC@?G?_,11,10,4,1,0,1,caterpillar;spider,spider:arms=1.1.1.7 | caterpillar:spine=8;leaves=0.2.0.0.0.0.0.1 | caterpillar:spine=8;leaves=0.0.0.0.0.0.0.3
221,JsE?K?@_??_,11,10,6,1,0,1,spider,spider:arms=1.1.2.2.2.2
222,JsE?K?@?G?_,11,10,5,1,0,1,spider,spider:arms=1.1.2.2.4
223,JsE?GE??G?_,11,10,5,1,0,1,spider,spider:arms=1.1.2.3.3
224,JsE?GC@?G?_,11,10,4,1,0,1,spider,spider:arms=1.1.2.6
225,JsCK?C@?G?_,11,10,4,1,0,1,spider,spider:arms=1.1.3.5
226,JsCGK?@?G?_,11,10,4,1,0,1,caterpillar;spider,spider:arms=1.1.4.4 | caterpillar:spine=8;leaves=0.0.0.0.2.0.0.1
227,JsCGGC@?G?_,11,10,3,1,0,1,caterpillar;spider,spider:arms=1.1.8 | caterpillar:spine=9;leaves=1.0.0.0.0.0.0.1.0 | caterpillar:spine=9;leaves=2.0.0.0.0.0.0.0.0
228,Jp_K?E??G?_,11,10,5,1,0,1,spider,spider:arms=1.2.2.2.3
229,Jp_K?C@?G?_,11,10,4,1,0,1,spider,spider:arms=1.2.2.5
230,Jp_GK?@?G?_,11,10,4,1,0,1,spider,spider:arms=1.2.3.4
231,Jp_GGC@?G?_,11,10,3,1,0,1,caterpillar;spider,spider:arms=1.2.7 | caterpillar:spine=10;leaves=0.0.1.0.0.0.0.0.0.0
232,JpE?GE??G?_,11,10,4,1,0,1,spider,spider:arms=1.3.3.3
233,JpE?GC@?G?_,11,10,3,1,0,1,spider,spider:arms=1.3.6
234,JpCK?C@?G?_,11,10,3,1,0,1,caterpillar;spider,spider:arms=1.4.5 | caterpillar:spine=8;leaves=1.0.0.0.1.0.0.1
235,JkE?K?@_??_,11,10,5,1,0,1,spider,spider:arms=2.2.2.2.2
236,JkE?K?@?G?_,11,10,4,1,0,1,spider,spider:arms=2.2.2.4
237,JkE?GE??G?_,11,10,4,1,0,1,spider,spider:arms=2.2.3.3
238,JkE?GC@?G?_,11,10,3,1,0,1,spider,spider:arms=2.2.6
239,JkCK?C@?G?_,11,10,3,1,0,1,spider,spider:arms=2.3.5
240,JkCGK?@?G?_,11,10,3,1,0,1,spider,spider:arms=2.4.4
241,Jh_GK?@?G?_,11,10,3,1,0,1,spider,spider:arms=3.3.4
242,KsaCCA?_C?O?,12,11,11,1,0,1,caterpillar;complete_multipartite;spider,spider:arms=1.1.1.1.1.1.1.1.1.1.1 | complete_multipartite:parts=1.11 | caterpillar:spine=2;leaves=0.10 | caterpillar:spine=2;leaves=10.0 | caterpillar:spine=3;leaves=0.9.0
243,KsaCCA?_C??@,12,11,10,1,0,1,caterpillar;spider,spider:arms=1.1.1.1.1.1.1.1.1.2 | caterpillar:spine=2;leaves=1.9 | caterpillar:spine=2;leaves=9.1 | caterpillar:spine=3;leaves=0.0.9 | caterpillar:spine=3;leaves=9.0.0
244,KsaCCA?_??_@,12,11,9,1,0,1,spider,spider:arms=1.1.1.1.1.1.1.1.3
245,KsaCCA??K??@,12,11,9,1,0,1,spider,spider:arms=1.1.1.1.1.1.1.2.2
246,KsaCCA??G?_@,12,11,8,1,0,1,spider,spider:arms=1.1.1.1.1.1.1.4
247,KsaCC?@_??_@,12,11,8,1,0,1,spider,spider:arms=1.1.1.1.1.1.2.3
248,KsaCC?@?G?_@,12,11,7,1,0,1,caterpillar;spider,spider:arms=1.1.1.1.1.1.5 | caterpillar:spine=6;leaves=6.0.0.0.0.0
249,KsaC?E??K??@,12,11,8,1,0,1,spider,spider:arms=1.1.1.1.1.2.2.2
250,KsaC?E??G?_@,12,11,7,1,0,1,caterpillar;spider,spider:arms=1.1.1.1.1.2.4 | caterpillar:spine=7;leaves=0.0.0.0.5.0.0
251,KsaC?C@_??_@,12,11,7,1,0,1,spider,spider:arms=1.1.1.1.1.3.3
252,KsaC?C@?G?_@,12,11,6,1,0,1,caterpillar;spider,spider:arms=1.1.1.1.1.6 | caterpillar:spine=7;leaves=0.0.0.0.0.0.5
253,Ksa?K?@_??_@,12,11,7,1,0,1,spider,spider:arms=1.1.1.1.2.2.3
254,Ksa?K?@?G?_@,12,11,6,1,0,1,caterpillar;spider,spider:arms=1.1.1.1.2.5 | caterpillar:spine=7;leaves=0.0.4.0.0.0.1
255,Ksa?GE??G?_@,12,11,6,1,0,1,caterpillar;spider,spider:arms=1.1.1.1.3.4 | caterpillar:spine=8;leaves=0.0.0.4.0.0.0.0
256,Ksa?GC@?G?_@,12,11,5,1,0,1,caterpillar;spider,spider:arms=1.1.1.1.7 | caterpillar:spine=9;leaves=0.0.0.0.0.0.0.3.0 | caterpillar:spine=9;leaves=0.3.0.0.0.0.0.0.0
257,Ks_K?E??K??@,12,11,7,1,0,1,spider,spider:arms=1.1.1.2.2.2.2
258,Ks_K?E??G?_@,12,11,6,1,0,1,spider,spider:arms=1.1.1.2.2.4
259,Ks_K?C@_??_@,12,11,6,1,0,1,spider,spider:arms=1.1.1.2.3.3
260,Ks_K?C@?G?_@,12,11,5,1,0,1,spider,spider:arms=1.1.1.2.6
261,Ks_GK?@?G?_@,12,11,5,1,0,1,spider,spider:arms=1.1.1.3.5
262,Ks_GGE??G?_@,12,11,5,1,0,1,spider,spider:arms=1.1.1.4.4
263,Ks_GGC@?G?_@,12,11,4,1,0,1,spider,spider:arms=1.1.1.8
264,KsE?K?@_??_@,12,11,6,1,0,1,spider,spider:arms=1.1.2.2.2.3
265,KsE?K?@?G?_@,12,11,5,1,0,1,spider,spider:arms=1.1.2.2.5
266,KsE?GE??G?_@,12,11,5,1,0,1,spider,spider:arms=1.1.2.3.4
267,KsE?GC@?G?_@,12,11,4,1,0,1,spider,spider:arms=1.1.2.7
268,KsCK?C@_??_@,12,11,5,1,0,1,spider,spider:arms=1.1.3.3.3
269,KsCK?C@?G?_@,12,11,4,1,0,1,caterpillar;spider,spider:arms=1.1.3.6 | caterpillar:spine=9;leaves=1.0.0.0.0.2.0.0.0
270,KsCGK?@?G?_@,12,11,4,1,0,1,spider,spider:arms=1.1.4.5
271,KsCGGC@?G?_@,12,11,3,1,0,1,caterpillar;spider,spider:arms=1.1.9 | caterpillar:spine=10;leaves=2.0.0.0.0.0.0.0.0.0 | caterpillar:spine=11;leaves=0.0.0.0.0.0.0.0.0.1.0
272,Kp_K?E??G?_@,12,11,5,1,0,1,spider,spider:arms=1.2.2.2.4
273,Kp_K?C@_??_@,12,11,5,1,0,1,spider,spider:arms=1.2.2.3.3
274,Kp_K?C@?G?_@,12,11,4,1,0,1,spider,spider:arms=1.2.2.6
275,Kp_GK?@?G?_@,12,11,4,1,0,1,spider,spider:arms=1.2.3.5
276,Kp_GGE??G?_@,12,11,4,1,0,1,spider,spider:arms=1.2.4.4
277,Kp_GGC@?G?_@,12,11,3,1,0,1,caterpillar;spider,spider:arms=1.2.8 | caterpillar:spine=11;leaves=0.0.1.0.0.0.0.0.0.0.0
278,KpE?GE??G?_@,12,11,4,1,0,1,spider,spider:arms=1.3.3.4
279,KpE?GC@?G?_@,12,11,3,1,0,1,caterpillar;spider,spider:arms=1.3.7 | caterpillar:spine=11;leaves=0.0.0.0.0.0.0.1.0.0.0 | caterpillar:spine=11;leaves=0.0.0.1.0.0.0.0.0.0.0
280,KpCK?C@?G?_@,12,11,3,1,0,1,spider,spider:arms=1.4.6
281,KpCGK?@?G?_@,12,11,3,1,0,1,spider,spider:arms=1.5.5
282,KkE?K?@_??_@,12,11,5,1,0,1,spider,spider:arms=2.2.2.2.3
283,KkE?K?@?G?_@,12,11,4,1,0,1,spider,spider:arms=2.2.2.5
284,KkE?GE??G?_@,12,11,4,1,0,1,spider,spider:arms=2.2.3.4
285,KkE?GC@?G?_@,12,11,3,1,0,1,spider,spider:arms=2.2.7
286,KkCK?C@_??_@,12,11,4,1,0,1,spider,spider:arms=2.3.3.3
287,KkCK?C@?G?_@,12,11,3,1,0,1,spider,spider:arms=2.3.6
288,KkCGK?@?G?_@,12,11,3,1,0,1,spider,spider:arms=2.4.5
289,Kh_GK?@?G?_@,12,11,3,1,0,1,spider,spider:arms=3.3.5
290,Kh_GGE??G?_@,12,11,3,1,0,1,spider,spider:arms=3.4.4
291,LsaCCA?_C?O?_?,13,12,12,1,0,1,caterpillar;complete_multipartite;spider,spider:arms=1.1.1.1.1.1.1.1.1.1.1.1 | complete_multipartite:parts=1.12 | caterpillar:spine=2;leaves=0.11 | caterpillar:spine=2;leaves=11.0 | caterpillar:spine=3;leaves=0.10.0
292,LsaCCA?_C?O??@,13,12,11,1,0,1,caterpillar;spider,spider:arms=1.1.1.1.1.1.1.1.1.1.2 | caterpillar:spine=2;leaves=1.10 | caterpillar:spine=2;leaves=10.1 | caterpillar:spine=3;leaves=0.0.10 | caterpillar:spine=3;leaves=10.0.0
293,LsaCCA?_C??@?@,13,12,10,1,0,1,caterpillar;spider,spider:arms=1.1.1.1.1.1.1.1.1.3 | caterpillar:spine=4;leaves=0.0.0.9
294,LsaCCA?_??o??@,13,12,10,1,0,1,spider,spider:arms=1.1.1.1.1.1.1.1.2.2
295,LsaCCA?_??_@?@,13,12,9,1,0,1,spider,spider:arms=1.1.1.1.1.1.1.1.4
296,LsaCCA??K??@?@,13,12,9,1,0,1,spider,spider:arms=1.1.1.1.1.1.1.2.3
297,LsaCCA??G?_@?@,13,12,8,1,0,1,caterpillar;spider,spider:arms=1.1.1.1.1.1.1.5 | caterpillar:spine=6;leaves=0.0.0.0.0.7
298,LsaCC?@_??o??@,13,12,9,1,0,1,spider,spider:arms=1.1.1.1.1.1.2.2.2
299,LsaCC?@_??_@?@,13,12,8,1,0,1,spider,spider:arms=1.1.1.1.1.1.2.4
300,LsaCC?@?K??@?@,13,12,8,1,0,1,spider,spider:arms=1.1.1.1.1.1.3.3
301,LsaCC?@?G?_@?@,13,12,7,1,0,1,caterpillar;spider,spider:arms=1.1.1.1.1.1.6 | caterpillar:spine=7;leaves=6.0.0.0.0.0.0
302,LsaC?E??K??@?@,13,12,8,1,0,1,spider,spider:arms=1.1.1.1.1.2.2.3
303,LsaC?E??G?_@?@,13,12,7,1,0,1,spider,spider:arms=1.1.1.1.1.2.5
304,LsaC?C@_??_@?@,13,12,7,1,0,1,caterpillar;spider,spider:arms=1.1.1.1.1.3.4 | caterpillar:spine=7;leaves=1.0.5.0.0.0.0
305,LsaC?C@?G?_@?@,13,12,6,1,0,1,caterpillar;spider,spider:arms=1.1.1.1.1.7 | caterpillar:spine=8;leaves=0.0.0.0.0.0.0.5
306,Lsa?K?@_??o??@,13,12,8,1,0,1,spider,spider:arms=1.1.1.1.2.2.2.2
307,Lsa?K?@_??_@?@,13,12,7,1,0,1,spider,spider:arms=1.1.1.1.2.2.4
308,Lsa?K?@?K??@?@,13,12,7,1,0,1,spider,spider:arms=1.1.1.1.2.3.3
309,Lsa?K?@?G?_@?@,13,12,6,1,0,1,spider,spider:arms=1.1.1.1.2.6
310,Lsa?GE??G?_@?@,13,12,6,1,0,1,caterpillar;spider,spider:arms=1.1.1.1.3.5 | caterpillar:spine=8;leaves=0.0.0.0.0.4.0.1 | caterpillar:spine=8;leaves=0.0.0.4.0.0.0.1
311,Lsa?GC@_??_@?@,13,12,6,1,0,1,spider,spider:arms=1.1.1.1.4.4
312,Lsa?GC@?G?_@?@,13,12,5,1,0,1,spider,spider:arms=1.1.1.1.8
313,Ls_K?E??K??@?@,13,12,7,1,0,1,spider,spider:arms=1.1.1.2.2.2.3
314,Ls_K?E??G?_@?@,13,12,6,1,0,1,spider,spider:arms=1.1.1.2.2.5
315,Ls_K?C@_??_@?@,13,12,6,1,0,1,spider,spider:arms=1.1.1.2.3.4
316,Ls_K?C@?G?_@?@,13,12,5,1,0,1,spider,spider:arms=1.1.1.2.7
317,Ls_GK?@?K??@?@,13,12,6,1,0,1,spider,spider:arms=1.1.1.3.3.3
318,Ls_GK?@?G?_@?@,13,12,5,1,0,1,spider,spider:arms=1.1.1.3.6
319,Ls_GGE??G?_@?@,13,12,5,1,0,1,spider,spider:arms=1.1.1.4.5
320,Ls_GGC@?G?_@?@,13,12,4,1,0,1,spider,spider:arms=1.1.1.9
321,LsE?K?@_??o??@,13,12,7,1,0,1,spider,spider:arms=1.1.2.2.2.2.2
322,LsE?K?@_??_@?@,13,12,6,1,0,1,spider,spider:arms=1.1.2.2.2.4
323,LsE?K?@?K??@?@,13,12,6,1,0,1,spider,spider:arms=1.1.2.2.3.3
324,LsE?K?@?G?_@?@,13,12,5,1,0,1,spider,spider:arms=1.1.2.2.6
325,LsE?GE??G?_@?@,13,12,5,1,0,1,spider,spider:arms=1.1.2.3.5
326,LsE?GC@_??_@?@,13,12,5,1,0,1,spider,spider:arms=1.1.2.4.4
327,LsE?GC@?G?_@?@,13,12,4,1,0,1,spider,spider:arms=1.1.2.8
328,LsCK?C@_??_@?@,13,12,5,1,0,1,spider,spider:arms=1.1.3.3.4
329,LsCK?C@?G?_@?@,13,12,4,1,0,1,spider,spider:arms=1.1.3.7
330,LsCGK?@?G?_@?@,13,12,4,1,0,1,caterpillar;spider,spider:arms=1.1.4.6 | caterpillar:spine=10;leaves=0.0.0.0.0.0.2.0.0.1
331,LsCGGE??G?_@?@,13,12,4,1,0,1,spider,spider:arms=1.1.5.5
332,LsCGGC@?G?_@?@,13,12,3,1,0,1,caterpillar;spider,spider:arms=1.1.10 | caterpillar:spine=11;leaves=1.0.0.0.0.0.0.0.0.1.0
333,Lp_K?E??K??@?@,13,12,6,1,0,1,spider,spider:arms=1.2.2.2.2.3
334,Lp_K?E??G?_@?@,13,12,5,1,0,1,spider,spider:arms=1.2.2.2.5
335,Lp_K?C@_??_@?@,13,12,5,1,0,1,spider,spider:arms=1.2.2.3.4
336,Lp_K?C@?G?_@?@,13,12,4,1,0,1,spider,spider:arms=1.2.2.7
337,Lp_GK?@?K??@?@,13,12,5,1,0,1,spider,spider:arms=1.2.3.3.3
338,Lp_GK?@?G?_@?@,13,12,4,1,0,1,spider,spider:arms=1.2.3.6
339,Lp_GGE??G?_@?@,13,12,4,1,0,1,spider,spider:arms=1.2.4.5
340,Lp_GGC@?G?_@?@,13,12,3,1,0,1,caterpillar;spider,spider:arms=1.2.9 | caterpillar:spine=12;leaves=0.0.0.0.0.0.0.0.0.1.0.0
341,LpE?GE??G?_@?@,13,12,4,1,0,1,spider,spider:arms=1.3.3.5
342,LpE?GC@_??_@?@,13,12,4,1,0,1,spider,spider:arms=1.3.4.4
343,LpE?GC@?G?_@?@,13,12,3,1,0,1,caterpillar;spider,spider:arms=1.3.8 | caterpillar:spine=11;leaves=1.0.1.0.0.0.0.0.0.0.0
344,LpCK?C@?G?_@?@,13,12,3,1,0,1,spider,spider:arms=1.4.7
345,LpCGK?@?G?_@?@,13,12,3,1,0,1,spider,spider:arms=1.5.6
346,LkE?K?@_??o??@,13,12,6,1,0,1,spider,spider:arms=2.2.2.2.2.2
347,LkE?K?@_??_@?@,13,12,5,1,0,1,spider,spider:arms=2.2.2.2.4
348,LkE?K?@?K??@?@,13,12,5,1,0,1,spider,spider:arms=2.2.2.3.3
349,LkE?K?@?G?_@?@,13,12,4,1,0,1,spider,spider:arms=2.2.2.6
350,LkE?GE??G?_@?@,13,12,4,1,0,1,spider,spider:arms=2.2.3.5
351,LkE?GC@_??_@?@,13,12,4,1,0,1,spider,spider:arms=2.2.4.4
352,LkE?GC@?G?_@?@,13,12,3,1,0,1,spider,spider:arms=2.2.8
353,LkCK?C@_??_@?@,13,12,4,1,0,1,spider,spider:arms=2.3.3.4
354,LkCK?C@?G?_@?@,13,12,3,1,0,1,spider,spider:arms=2.3.7
355,LkCGK?@?G?_@?@,13,12,3,1,0,1,spider,spider:arms=2.4.6
356,LkCGGE??G?_@?@,13,12,3,1,0,1,spider,spider:arms=2.5.5
357,Lh_GK?@?K??@?@,13,12,4,1,0,1,spider,spider:arms=3.3.3.3
358,Lh_GK?@?G?_@?@,13,12,3,1,0,1,spider,spider:arms=3.3.6
359,Lh_GGE??G?_@?@,13,12,3,1,0,1,spider,spider:arms=3.4.5
360,LhE?GC@_??_@?@,13,12,3,1,0,1,spider,spider:arms=4.4.4
361,MsaCCA?_C?O?_?_??,14,13,13,1,0,1,caterpillar;complete_multipartite;spider,spider:arms=1.1.1.1.1.1.1.1.1.1.1.1.1 | complete_multipartite:parts=1.13 | caterpillar:spine=2;leaves=0.12 | caterpillar:spine=2;leaves=12.0
362,MsaCCA?_C?O?_???_,14,13,12,1,0,1,caterpillar;spider,spider:arms=1.1.1.1.1.1.1.1.1.1.1.2 | caterpillar:spine=2;leaves=1.11 | caterpillar:spine=2;leaves=11.1 | caterpillar:spine=3;leaves=0.0.11 | caterpillar:spine=3;leaves=11.0.0 | caterpillar:spine=3;leaves=11.0.0 | caterpillar:spine=3;leaves=0.10.1
363,MsaCCA?_C?O??@??_,14,13,11,1,0,1,caterpillar;spider,spider:arms=1.1.1.1.1.1.1.1.1.1.3 | caterpillar:spine=3;leaves=1.0.10
364,MsaCCA?_C??@_???_,14,13,11,1,0,1,spider,spider:arms=1.1.1.1.1.1.1.1.1.2.2
365,MsaCCA?_C??@?@??_,14,13,10,1,0,1,spider,spider:arms=1.1.1.1.1.1.1.1.1.4
366,MsaCCA?_??o??@??_,14,13,10,1,0,1,spider,spider:arms=1.1.1.1.1.1.1.1.2.3
367,MsaCCA?_??_@?@??_,14,13,9,1,0,1,spider,spider:arms=1.1.1.1.1.1.1.1.5
368,MsaCCA??K??@_???_,14,13,10,1,0,1,spider,spider:arms=1.1.1.1.1.1.1.2.2.2
369,MsaCCA??K??@?@??_,14,13,9,1,0,1,spider,spider:arms=1.1.1.1.1.1.1.2.4
370,MsaCCA??G?o??@??_,14,13,9,1,0,1,spider,spider:arms=1.1.1.1.1.1.1.3.3
371,MsaCCA??G?_@?@??_,14,13,8,1,0,1,spider,spider:arms=1.1.1.1.1.1.1.6
372,MsaCC?@_??o??@??_,14,13,9,1,0,1,spider,spider:arms=1.1.1.1.1.1.2.2.3
373,MsaCC?@_??_@?@??_,14,13,8,1,0,1,spider,spider:arms=1.1.1.1.1.1.2.5
374,MsaCC?@?K??@?@??_,14,13,8,1,0,1,spider,spider:arms=1.1.1.1.1.1.3.4
375,MsaCC?@?G?_@?@??_,14,13,7,1,0,1,spider,spider:arms=1.1.1.1.1.1.7
376,MsaC?E??K??@_???_,14,13,9,1,0,1,spider,spider:arms=1.1.1.1.1.2.2.2.2
377,MsaC?E??K??@?@??_,14,13,8,1,0,1,spider,spider:arms=1.1.1.1.1.2.2.4
378,MsaC?E??G?o??@??_,14,13,8,1,0,1,spider,spider:arms=1.1.1.1.1.2.3.3
379,MsaC?E??G?_@?@??_,14,13,7,1,0,1,spider,spider:arms=1.1.1.1.1.2.6
380,MsaC?C@_??_@?@??_,14,13,7,1,0,1,spider,spider:arms=1.1.1.1.1.3.5
381,MsaC?C@?K??@?@??_,14,13,7,1,0,1,spider,spider:arms=1.1.1.1.1.4.4
382,MsaC?C@?G?_@?@??_,14,13,6,1,0,1,spider,spider:arms=1.1.1.1.1.8
383,Msa?K?@_??o??@??_,14,13,8,1,0,1,spider,spider:arms=1.1.1.1.2.2.2.3
384,Msa?K?@_??_@?@??_,14,13,7,1,0,1,spider,spider:arms=1.1.1.1.2.2.5
385,Msa?K?@?K??@?@??_,14,13,7,1,0,1,spider,spider:arms=1.1.1.1.2.3.4
386,Msa?K?@?G?_@?@??_,14,13,6,1,0,1,spider,spider:arms=1.1.1.1.2.7
387,Msa?GE??G?o??@??_,14,13,7,1,0,1,spider,spider:arms=1.1.1.1.3.3.3
388,Msa?GE??G?_@?@??_,14,13,6,1,0,1,spider,spider:arms=1.1.1.1.3.6
389,Msa?GC@_??_@?@??_,14,13,6,1,0,1,spider,spider:arms=1.1.1.1.4.5
390,Msa?GC@?G?_@?@??_,14,13,5,1,0,1,caterpillar;spider,spider:arms=1.1.1.1.9 | caterpillar:spine=10;leaves=0.0.0.0.0.0.0.0.0.4 | caterpillar:spine=10;leaves=0.3.0.0.0.0.0.0.0.1
391,Ms_K?E??K??@_???_,14,13,8,1,0,1,spider,spider:arms=1.1.1.2.2.2.2.2
392,Ms_K?E??K??@?@??_,14,13,7,1,0,1,spider,spider:arms=1.1.1.2.2.2.4
393,Ms_K?E??G?o??@??_,14,13,7,1,0,1,spider,spider:arms=1.1.1.2.2.3.3
394,Ms_K?E??G?_@?@??_,14,13,6,1,0,1,spider,spider:arms=1.1.1.2.2.6
395,Ms_K?C@_??_@?@??_,14,13,6,1,0,1,spider,spider:arms=1.1.1.2.3.5
396,Ms_K?C@?K??@?@??_,14,13,6,1,0,1,spider,spider:arms=1.1.1.2.4.4
397,Ms_K?C@?G?_@?@??_,14,13,5,1,0,1,caterpillar;spider,spider:arms=1.1.1.2.8 | caterpillar:spine=11;leaves=0.0.3.0.0.0.0.0.0.0.0
398,Ms_GK?@?K??@?@??_,14,13,6,1,0,1,spider,spider:arms=1.1.1.3.3.4
399,Ms_GK?@?G?_@?@??_,14,13,5,1,0,1,spider,spider:arms=1.1.1.3.7
400,Ms_GGE??G?_@?@??_,14,13,5,1,0,1,spider,spider:arms=1.1.1.4.6
401,Ms_GGC@_??_@?@??_,14,13,5,1,0,1,spider,spider:arms=1.1.1.5.5
402,Ms_GGC@?G?_@?@??_,14,13,4,1,0,1,caterpillar;spider,spider:arms=1.1.1.10 | caterpillar:spine=11;leaves=3.0.0.0.0.0.0.0.0.0.0
403,MsE?K?@_??o??@??_,14,13,7,1,0,1,spider,spider:arms=1.1.2.2.2.2.3
404,MsE?K?@_??_@?@??_,14,13,6,1,0,1,spider,spider:arms=1.1.2.2.2.5
405,MsE?K?@?K??@?@??_,14,13,6,1,0,1,spider,spider:arms=1.1.2.2.3.4
406,MsE?K?@?G?_@?@??_,14,13,5,1,0,1,spider,spider:arms=1.1.2.2.7
407,MsE?GE??G?o??@??_,14,13,6,1,0,1,spider,spider:arms=1.1.2.3.3.3
408,MsE?GE??G?_@?@??_,14,13,5,1,0,1,spider,spider:arms=1.1.2.3.6
409,MsE?GC@_??_@?@??_,14,13,5,1,0,1,spider,spider:arms=1.1.2.4.5
410,MsE?GC@?G?_@?@??_,14,13,4,1,0,1,spider,spider:arms=1.1.2.9
411,MsCK?C@_??_@?@??_,14,13,5,1,0,1,spider,spider:arms=1.1.3.3.5
412,MsCK?C@?K??@?@??_,14,13,5,1,0,1,spider,spider:arms=1.1.3.4.4
413,MsCK?C@?G?_@?@??_,14,13,4,1,0,1,spider,spider:arms=1.1.3.8
414,MsCGK?@?G?_@?@??_,14,13,4,1,0,1,caterpillar;spider,spider:arms=1.1.4.7 | caterpillar:spine=10;leaves=1.0.0.0.0.0.2.0.0.1
415,MsCGGE??G?_@?@??_,14,13,4,1,0,1,caterpillar;spider,spider:arms=1.1.5.6 | caterpillar:spine=10;leaves=1.0.0.0.0.2.0.0.0.1
416,MsCGGC@?G?_@?@??_,14,13,3,1,0,1,caterpillar;spider,spider:arms=1.1.11 | caterpillar:spine=12;leaves=0.1.0.0.0.0.0.0.0.0.0.1 | caterpillar:spine=12;leaves=0.0.0.0.0.0.0.0.0.0.0.2
417,Mp_K?E??K??@_???_,14,13,7,1,0,1,spider,spider:arms=1.2.2.2.2.2.2
418,Mp_K?E??K??@?@??_,14,13,6,1,0,1,spider,spider:arms=1.2.2.2.2.4
