global_pair_index,g6_G,g6_H,n_G,n_H,bb_gt,ilp_gt,bb_gd,ilp_gd,cartesian_witness_ok,direct_witness_ok,agree,gt_status,gd_status
7040,ECrw,EQyw,6,6,6,6,4,4,1,1,1,Optimization terminated successfully. (HiGHS Status 7: Optimal),Optimization terminated successfully. (HiGHS Status 7: Optimal)
7106,ECuw,EEzw,6,6,6,6,4,4,1,1,1,Optimization terminated successfully. (HiGHS Status 7: Optimal),Optimization terminated successfully. (HiGHS Status 7: Optimal)
7130,ECuw,ETzw,6,6,6,6,4,4,1,1,1,Optimization terminated successfully. (HiGHS Status 7: Optimal),Optimization terminated successfully. (HiGHS Status 7: Optimal)
7162,ECvo,EEho,6,6,8,8,6,6,1,1,1,Optimization terminated successfully. (HiGHS Status 7: Optimal),Optimization terminated successfully. (HiGHS Status 7: Optimal)
7163,ECvo,EEhw,6,6,7,7,4,4,1,1,1,Optimization terminated successfully. (HiGHS Status 7: Optimal),Optimization terminated successfully. (HiGHS Status 7: Optimal)
7171,ECvo,EEno,6,6,7,7,4,4,1,1,1,Optimization terminated successfully. (HiGHS Status 7: Optimal),Optimization terminated successfully. (HiGHS Status 7: Optimal)
7192,ECvo,EQjg,6,6,8,8,4,4,1,1,1,Optimization terminated successfully. (HiGHS Status 7: Optimal),Optimization terminated successfully. (HiGHS Status 7: Optimal)
7218,ECvo,EV~w,6,6,6,6,4,4,1,1,1,Optimization terminated successfully. (HiGHS Status 7: Optimal),Optimization terminated successfully. (HiGHS Status 7: Optimal)
7296,ECvw,E]zg,6,6,6,6,4,4,1,1,1,Optimization terminated successfully. (HiGHS Status 7: Optimal),Optimization terminated successfully. (HiGHS Status 7: Optimal)
7335,ECxo,EE~w,6,6,6,6,4,4,1,1,1,Optimization terminated successfully. (HiGHS Status 7: Optimal),Optimization terminated successfully. (HiGHS Status 7: Optimal)
7344,ECxo,EQjo,6,6,8,8,6,6,1,1,1,Optimization terminated successfully. (HiGHS Status 7: Optimal),Optimization terminated successfully. (HiGHS Status 7: Optimal)
7367,ECxo,EUzw,6,6,6,6,5,5,1,1,1,Optimization terminated successfully. (HiGHS Status 7: Optimal),Optimization terminated successfully. (HiGHS Status 7: Optimal)
7412,ECxw,EFzo,6,6,7,7,4,4,1,1,1,Optimization terminated successfully. (HiGHS Status 7: Optimal),Optimization terminated successfully. (HiGHS Status 7: Optimal)
7430,ECxw,ETzg,6,6,8,8,4,4,1,1,1,Optimization terminated successfully. (HiGHS Status 7: Optimal),Optimization terminated successfully. (HiGHS Status 7: Optimal)
7434,ECxw,EUZO,6,6,8,8,6,6,1,1,1,Optimization terminated successfully. (HiGHS Status 7: Optimal),Optimization terminated successfully. (HiGHS Status 7: Optimal)
7478,ECzW,EEz_,6,6,8,8,4,4,1,1,1,Optimization terminated successfully. (HiGHS Status 7: Optimal),Optimization terminated successfully. (HiGHS Status 7: Optimal)
7537,ECzg,EEj_,6,6,8,8,4,4,1,1,1,Optimization terminated successfully. (HiGHS Status 7: Optimal),Optimization terminated successfully. (HiGHS Status 7: Optimal)
7541,ECzg,EEno,6,6,8,8,4,4,1,1,1,Optimization terminated successfully. (HiGHS Status 7: Optimal),Optimization terminated successfully. (HiGHS Status 7: Optimal)
7552,ECzg,EEzo,6,6,8,8,4,4,1,1,1,Optimization terminated successfully. (HiGHS Status 7: Optimal),Optimization terminated successfully. (HiGHS Status 7: Optimal)
7578,ECzg,ET~w,6,6,6,6,4,4,1,1,1,Optimization terminated successfully. (HiGHS Status 7: Optimal),Optimization terminated successfully. (HiGHS Status 7: Optimal)
7638,ECzo,EQzW,6,6,7,7,4,4,1,1,1,Optimization terminated successfully. (HiGHS Status 7: Optimal),Optimization terminated successfully. (HiGHS Status 7: Optimal)
7652,ECzo,EUZo,6,6,7,7,4,4,1,1,1,Optimization terminated successfully. (HiGHS Status 7: Optimal),Optimization terminated successfully. (HiGHS Status 7: Optimal)
7692,ECzw,EEzg,6,6,6,6,4,4,1,1,1,Optimization terminated successfully. (HiGHS Status 7: Optimal),Optimization terminated successfully. (HiGHS Status 7: Optimal)
7711,ECzw,EQzw,6,6,6,6,3,3,1,1,1,Optimization terminated successfully. (HiGHS Status 7: Optimal),Optimization terminated successfully. (HiGHS Status 7: Optimal)
7717,ECzw,ETzo,6,6,6,6,4,4,1,1,1,Optimization terminated successfully. (HiGHS Status 7: Optimal),Optimization terminated successfully. (HiGHS Status 7: Optimal)
7730,ECzw,E]yw,6,6,6,6,4,4,1,1,1,Optimization terminated successfully. (HiGHS Status 7: Optimal),Optimization terminated successfully. (HiGHS Status 7: Optimal)
7746,EC~o,EEjW,6,6,7,7,4,4,1,1,1,Optimization terminated successfully. (HiGHS Status 7: Optimal),Optimization terminated successfully. (HiGHS Status 7: Optimal)
7794,EC~o,EUzW,6,6,6,6,4,4,1,1,1,Optimization terminated successfully. (HiGHS Status 7: Optimal),Optimization terminated successfully. (HiGHS Status 7: Optimal)
7936,EEhW,E]zo,6,6,7,7,4,4,1,1,1,Optimization terminated successfully. (HiGHS Status 7: Optimal),Optimization terminated successfully. (HiGHS Status 7: Optimal)
7948,EEh_,EEj_,6,6,10,10,8,8,1,1,1,Optimization terminated successfully. (HiGHS Status 7: Optimal),Optimization terminated successfully. (HiGHS Status 7: Optimal)
7971,EEh_,EQjO,6,6,10,10,8,8,1,1,1,Optimization terminated successfully. (HiGHS Status 7: Optimal),Optimization terminated successfully. (HiGHS Status 7: Optimal)
7974,EEh_,EQjo,6,6,9,9,8,8,1,1,1,Optimization terminated successfully. (HiGHS Status 7: Optimal),Optimization terminated successfully. (HiGHS Status 7: Optimal)
7980,EEh_,EQzo,6,6,8,8,7,7,1,1,1,Optimization terminated successfully. (HiGHS Status 7: Optimal),Optimization terminated successfully. (HiGHS Status 7: Optimal)
7981,EEh_,EQzw,6,6,6,6,6,6,1,1,1,Optimization terminated successfully. (HiGHS Status 7: Optimal),Optimization terminated successfully. (HiGHS Status 7: Optimal)
7993,EEh_,EUZw,6,6,6,6,6,6,1,1,1,Optimization terminated successfully. (HiGHS Status 7: Optimal),Optimization terminated successfully. (HiGHS Status 7: Optimal)
8004,EEh_,E]~o,6,6,8,8,6,6,1,1,1,Optimization terminated successfully. (HiGHS Status 7: Optimal),Optimization terminated successfully. (HiGHS Status 7: Optimal)
8109,EEhw,EQzo,6,6,7,7,4,4,1,1,1,Optimization terminated successfully. (HiGHS Status 7: Optimal),Optimization terminated successfully. (HiGHS Status 7: Optimal)
8111,EEhw,EQ~o,6,6,7,7,4,4,1,1,1,Optimization terminated successfully. (HiGHS Status 7: Optimal),Optimization terminated successfully. (HiGHS Status 7: Optimal)
8193,EEiW,E]zg,6,6,8,8,6,6,1,1,1,Optimization terminated successfully. (HiGHS Status 7: Optimal),Optimization terminated successfully. (HiGHS Status 7: Optimal)
8209,EEio,EEro,6,6,9,9,6,6,1,1,1,Optimization terminated successfully. (HiGHS Status 7: Optimal),Optimization terminated successfully. (HiGHS Status 7: Optimal)
8213,EEio,EEvw,6,6,6,6,5,5,1,1,1,Optimization terminated successfully. (HiGHS Status 7: Optimal),Optimization terminated successfully. (HiGHS Status 7: Optimal)
8260,EEio,E^~w,6,6,6,6,4,4,1,1,1,Optimization terminated successfully. (HiGHS Status 7: Optimal),Optimization terminated successfully. (HiGHS Status 7: Optimal)
8317,EEjW,E]zo,6,6,7,7,4,4,1,1,1,Optimization terminated successfully. (HiGHS Status 7: Optimal),Optimization terminated successfully. (HiGHS Status 7: Optimal)
8322,EEjW,E~~w,6,6,6,6,4,4,1,1,1,Optimization terminated successfully. (HiGHS Status 7: Optimal),Optimization terminated successfully. (HiGHS Status 7: Optimal)
8339,EEj_,EEzw,6,6,6,6,4,4,1,1,1,Optimization terminated successfully. (HiGHS Status 7: Optimal),Optimization terminated successfully. (HiGHS Status 7: Optimal)
8362,EEj_,ETzo,6,6,8,8,4,4,1,1,1,Optimization terminated successfully. (HiGHS Status 7: Optimal),Optimization terminated successfully. (HiGHS Status 7: Optimal)
8376,EEj_,E]zg,6,6,6,6,4,4,1,1,1,Optimization terminated successfully. (HiGHS Status 7: Optimal),Optimization terminated successfully. (HiGHS Status 7: Optimal)
8387,EEjo,EEnw,6,6,6,6,4,4,1,1,1,Optimization terminated successfully. (HiGHS Status 7: Optimal),Optimization terminated successfully. (HiGHS Status 7: Optimal)
8446,EEjw,EEr_,6,6,6,6,4,4,1,1,1,Optimization terminated successfully. (HiGHS Status 7: Optimal),Optimization terminated successfully. (HiGHS Status 7: Optimal)
8468,EEjw,EQyw,6,6,6,6,4,4,1,1,1,Optimization terminated successfully. (HiGHS Status 7: Optimal),Optimization terminated successfully. (HiGHS Status 7: Optimal)
8520,EElw,EQjO,6,6,8,8,4,4,1,1,1,Optimization terminated successfully. (HiGHS Status 7: Optimal),Optimization terminated successfully. (HiGHS Status 7: Optimal)
8652,EEnw,EUZo,6,6,6,6,4,4,1,1,1,Optimization terminated successfully. (HiGHS Status 7: Optimal),Optimization terminated successfully. (HiGHS Status 7: Optimal)
8677,EEr_,EEzo,6,6,8,8,4,4,1,1,1,Optimization terminated successfully. (HiGHS Status 7: Optimal),Optimization terminated successfully. (HiGHS Status 7: Optimal)
8681,EEr_,EFz_,6,6,8,8,4,4,1,1,1,Optimization terminated successfully. (HiGHS Status 7: Optimal),Optimization terminated successfully. (HiGHS Status 7: Optimal)
8722,EEro,EEro,6,6,8,8,4,4,1,1,1,Optimization terminated successfully. (HiGHS Status 7: Optimal),Optimization terminated successfully. (HiGHS Status 7: Optimal)
8748,EEro,EQzw,6,6,6,6,4,4,1,1,1,Optimization terminated successfully. (HiGHS Status 7: Optimal),Optimization terminated successfully. (HiGHS Status 7: Optimal)
8760,EEro,EUZw,6,6,6,6,4,4,1,1,1,Optimization terminated successfully. (HiGHS Status 7: Optimal),Optimization terminated successfully. (HiGHS Status 7: Optimal)
8772,EEro,E]~w,6,6,6,6,4,4,1,1,1,Optimization terminated successfully. (HiGHS Status 7: Optimal),Optimization terminated successfully. (HiGHS Status 7: Optimal)
8780,EErw,EEz_,6,6,6,6,4,4,1,1,1,Optimization terminated successfully. (HiGHS Status 7: Optimal),Optimization terminated successfully. (HiGHS Status 7: Optimal)
8822,EErw,E]zw,6,6,6,6,3,3,1,1,1,Optimization terminated successfully. (HiGHS Status 7: Optimal),Optimization terminated successfully. (HiGHS Status 7: Optimal)
8861,EEuw,EUZ_,6,6,8,8,4,4,1,1,1,Optimization terminated successfully. (HiGHS Status 7: Optimal),Optimization terminated successfully. (HiGHS Status 7: Optimal)
8877,EEuw,E~~w,6,6,6,6,4,4,1,1,1,Optimization terminated successfully. (HiGHS Status 7: Optimal),Optimization terminated successfully. (HiGHS Status 7: Optimal)
8938,EEvw,EFzw,6,6,6,6,3,3,1,1,1,Optimization terminated successfully. (HiGHS Status 7: Optimal),Optimization terminated successfully. (HiGHS Status 7: Optimal)
8951,EEvw,EQ~o,6,6,6,6,4,4,1,1,1,Optimization terminated successfully. (HiGHS Status 7: Optimal),Optimization terminated successfully. (HiGHS Status 7: Optimal)
9017,EEzO,E]yw,6,6,7,7,4,4,1,1,1,Optimization terminated successfully. (HiGHS Status 7: Optimal),Optimization terminated successfully. (HiGHS Status 7: Optimal)
9041,EEz_,EQzO,6,6,8,8,4,4,1,1,1,Optimization terminated successfully. (HiGHS Status 7: Optimal),Optimization terminated successfully. (HiGHS Status 7: Optimal)
9048,EEz_,ETno,6,6,8,8,4,4,1,1,1,Optimization terminated successfully. (HiGHS Status 7: Optimal),Optimization terminated successfully. (HiGHS Status 7: Optimal)
9148,EEzo,EUZw,6,6,6,6,4,4,1,1,1,Optimization terminated successfully. (HiGHS Status 7: Optimal),Optimization terminated successfully. (HiGHS Status 7: Optimal)
9173,EEzw,EQjo,6,6,6,6,4,4,1,1,1,Optimization terminated successfully. (HiGHS Status 7: Optimal),Optimization terminated successfully. (HiGHS Status 7: Optimal)
9218,EE~w,EQyw,6,6,6,6,4,4,1,1,1,Optimization terminated successfully. (HiGHS Status 7: Optimal),Optimization terminated successfully. (HiGHS Status 7: Optimal)
9226,EE~w,ETno,6,6,6,6,4,4,1,1,1,Optimization terminated successfully. (HiGHS Status 7: Optimal),Optimization terminated successfully. (HiGHS Status 7: Optimal)
9233,EE~w,EUZ_,6,6,6,6,4,4,1,1,1,Optimization terminated successfully. (HiGHS Status 7: Optimal),Optimization terminated successfully. (HiGHS Status 7: Optimal)
9293,EFz_,EFzo,6,6,6,6,4,4,1,1,1,Optimization terminated successfully. (HiGHS Status 7: Optimal),Optimization terminated successfully. (HiGHS Status 7: Optimal)
9309,EFz_,ETno,6,6,8,8,4,4,1,1,1,Optimization terminated successfully. (HiGHS Status 7: Optimal),Optimization terminated successfully. (HiGHS Status 7: Optimal)
9315,EFz_,EUZO,6,6,8,8,6,6,1,1,1,Optimization terminated successfully. (HiGHS Status 7: Optimal),Optimization terminated successfully. (HiGHS Status 7: Optimal)
9343,EFzo,EQzW,6,6,6,6,4,4,1,1,1,Optimization terminated successfully. (HiGHS Status 7: Optimal),Optimization terminated successfully. (HiGHS Status 7: Optimal)
9349,EFzo,ETno,6,6,7,7,4,4,1,1,1,Optimization terminated successfully. (HiGHS Status 7: Optimal),Optimization terminated successfully. (HiGHS Status 7: Optimal)
9465,EQjO,ETzg,6,6,8,8,4,4,1,1,1,Optimization terminated successfully. (HiGHS Status 7: Optimal),Optimization terminated successfully. (HiGHS Status 7: Optimal)
9473,EQjO,EUxo,6,6,8,8,4,4,1,1,1,Optimization terminated successfully. (HiGHS Status 7: Optimal),Optimization terminated successfully. (HiGHS Status 7: Optimal)
9492,EQj_,EQzO,6,6,8,8,6,6,1,1,1,Optimization terminated successfully. (HiGHS Status 7: Optimal),Optimization terminated successfully. (HiGHS Status 7: Optimal)
9521,EQj_,E^~w,6,6,6,6,5,5,1,1,1,Optimization terminated successfully. (HiGHS Status 7: Optimal),Optimization terminated successfully. (HiGHS Status 7: Optimal)
9551,EQjg,E]zg,6,6,7,7,4,4,1,1,1,Optimization terminated successfully. (HiGHS Status 7: Optimal),Optimization terminated successfully. (HiGHS Status 7: Optimal)
9573,EQjo,ET~w,6,6,6,6,4,4,1,1,1,Optimization terminated successfully. (HiGHS Status 7: Optimal),Optimization terminated successfully. (HiGHS Status 7: Optimal)
9602,EQjw,ETnw,6,6,6,6,3,3,1,1,1,Optimization terminated successfully. (HiGHS Status 7: Optimal),Optimization terminated successfully. (HiGHS Status 7: Optimal)
9643,EQyw,EUxo,6,6,8,8,4,4,1,1,1,Optimization terminated successfully. (HiGHS Status 7: Optimal),Optimization terminated successfully. (HiGHS Status 7: Optimal)
9698,EQzW,ETzw,6,6,6,6,4,4,1,1,1,Optimization terminated successfully. (HiGHS Status 7: Optimal),Optimization terminated successfully. (HiGHS Status 7: Optimal)
9729,EQzg,EUZO,6,6,8,8,6,6,1,1,1,Optimization terminated successfully. (HiGHS Status 7: Optimal),Optimization terminated successfully. (HiGHS Status 7: Optimal)
9744,EQzg,E]~w,6,6,6,6,4,4,1,1,1,Optimization terminated successfully. (HiGHS Status 7: Optimal),Optimization terminated successfully. (HiGHS Status 7: Optimal)
9750,EQzo,EQ~w,6,6,6,6,4,4,1,1,1,Optimization terminated successfully. (HiGHS Status 7: Optimal),Optimization terminated successfully. (HiGHS Status 7: Optimal)
9824,EQ~o,E]~o,6,6,6,6,4,4,1,1,1,Optimization terminated successfully. (HiGHS Status 7: Optimal),Optimization terminated successfully. (HiGHS Status 7: Optimal)
9895,ETnw,E]zw,6,6,6,6,3,3,1,1,1,Optimization terminated successfully. (HiGHS Status 7: Optimal),Optimization terminated successfully. (HiGHS Status 7: Optimal)
9931,ETzo,EUzo,6,6,7,7,4,4,1,1,1,Optimization terminated successfully. (HiGHS Status 7: Optimal),Optimization terminated successfully. (HiGHS Status 7: Optimal)
9950,ETzw,EUzW,6,6,6,6,3,3,1,1,1,Optimization terminated successfully. (HiGHS Status 7: Optimal),Optimization terminated successfully. (HiGHS Status 7: Optimal)
9968,ET~w,EUxo,6,6,6,6,4,4,1,1,1,Optimization terminated successfully. (HiGHS Status 7: Optimal),Optimization terminated successfully. (HiGHS Status 7: Optimal)
9991,EUZO,EV~w,6,6,6,6,4,4,1,1,1,Optimization terminated successfully. (HiGHS Status 7: Optimal),Optimization terminated successfully. (HiGHS Status 7: Optimal)
10041,EUZw,E]zg,6,6,6,6,4,4,1,1,1,Optimization terminated successfully. (HiGHS Status 7: Optimal),Optimization terminated successfully. (HiGHS Status 7: Optimal)
10067,EUzW,E]yw,6,6,6,6,4,4,1,1,1,Optimization terminated successfully. (HiGHS Status 7: Optimal),Optimization terminated successfully. (HiGHS Status 7: Optimal)
10082,EUzo,E]zw,6,6,6,6,4,4,1,1,1,Optimization terminated successfully. (HiGHS Status 7: Optimal),Optimization terminated successfully. (HiGHS Status 7: Optimal)
10083,EUzo,E]~o,6,6,6,6,4,4,1,1,1,Optimization terminated successfully. (HiGHS Status 7: Optimal),Optimization terminated successfully. (HiGHS Status 7: Optimal)
10100,EU~w,E]yw,6,6,6,6,4,4,1,1,1,Optimization terminated successfully. (HiGHS Status 7: Optimal),Optimization terminated successfully. (HiGHS Status 7: Optimal)
10131,E]zg,E~~w,6,6,6,6,4,4,1,1,1,Optimization terminated successfully. (HiGHS Status 7: Optimal),Optimization terminated successfully. (HiGHS Status 7: Optimal)
10141,E]zw,E^~w,6,6,6,6,3,3,1,1,1,Optimization terminated successfully. (HiGHS Status 7: Optimal),Optimization terminated successfully. (HiGHS Status 7: Optimal)
10152,E~~w,E~~w,6,6,6,6,3,3,1,1,1,Optimization terminated successfully. (HiGHS Status 7: Optimal),Optimization terminated successfully. (HiGHS Status 7: Optimal)
